Study,UniqueID,Authors,GPS,GPS/elevation,taxon,species,measure,cushion species,elevation,actual elevation,Rii,Var Rii,n
1,1,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'22.52''S, 78°09'57.62''W",plant,Astragalus geminiflorus,presence,Azorella aretioides,low,4400,-1,0.05,1
1,2,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'22.52''S, 78°09'57.62''W",plant,Azorella aretioides,presence,Azorella aretioides,low,4400,-1,0.05,1
1,3,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'22.52''S, 78°09'57.62''W",plant,Baccharis caespitosa,presence,Azorella aretioides,low,4400,0.156756757,0.05,1
1,4,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'22.52''S, 78°09'57.62''W",plant,Bartsia stricta,presence,Azorella aretioides,low,4400,0.068493151,0.534261705,28
1,5,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'22.52''S, 78°09'57.62''W",plant,Bromus lanatus,presence,Azorella aretioides,low,4400,-0.459459459,0.318692252,41
1,6,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'22.52''S, 78°09'57.62''W",plant,Carex tristicha,presence,Azorella aretioides,low,4400,-0.599247413,0.365317684,44
1,7,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'22.52''S, 78°09'57.62''W",plant,Castilleja nubigena,presence,Azorella aretioides,low,4400,0,0.248370779,35
1,8,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'22.52''S, 78°09'57.62''W",plant,Cerastium imbricatum,presence,Azorella aretioides,low,4400,-1,0.172915802,30
1,9,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'22.52''S, 78°09'57.62''W",plant,Ephedra americana,presence,Azorella aretioides,low,4400,-0.384615385,0.134430727,2
1,10,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'22.52''S, 78°09'57.62''W",plant,Erigeron ecuadoriensis,presence,Azorella aretioides,low,4400,0.637931034,0.05,1
1,11,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'22.52''S, 78°09'57.62''W",plant,Gentiana sedifolia,presence,Azorella aretioides,low,4400,-0.068181818,0.05,1
1,12,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'22.52''S, 78°09'57.62''W",plant,Gentianella rupicola,presence,Azorella aretioides,low,4400,1,0.05,1
1,13,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'22.52''S, 78°09'57.62''W",plant,Geranium ecuadoriensis,presence,Azorella aretioides,low,4400,-1,0.05,1
1,14,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'22.52''S, 78°09'57.62''W",plant,Geranium multipartitum,presence,Azorella aretioides,low,4400,0.359281437,0.000214031,2
1,15,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'22.52''S, 78°09'57.62''W",plant,Huperzia crassa,presence,Azorella aretioides,low,4400,0.724137931,0.05,1
1,16,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'22.52''S, 78°09'57.62''W",plant,Hypochaeris sessiliflora,presence,Azorella aretioides,low,4400,0.302034429,0.05,1
1,17,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'22.52''S, 78°09'57.62''W",plant,Lachemilla hispidulata,presence,Azorella aretioides,low,4400,0.097560976,0.05,1
1,18,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'22.52''S, 78°09'57.62''W",plant,Lasiocephalus ovatus,presence,Azorella aretioides,low,4400,1,0.05,1
1,19,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'22.52''S, 78°09'57.62''W",plant,Loricaria thuyoides,presence,Azorella aretioides,low,4400,0.152941176,0.4108806,27
1,20,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'22.52''S, 78°09'57.62''W",plant,Lucilia kunthiana,presence,Azorella aretioides,low,4400,-0.428571429,0.348017185,37
1,21,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'22.52''S, 78°09'57.62''W",plant,Lupinus microphyllus,presence,Azorella aretioides,low,4400,-0.131736527,0.05,1
1,22,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'22.52''S, 78°09'57.62''W",plant,Luzula racemosa,presence,Azorella aretioides,low,4400,-0.5,0.05,1
1,23,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'22.52''S, 78°09'57.62''W",plant,Lysipomia acaulis,presence,Azorella aretioides,low,4400,0.171171171,0.05,1
1,24,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'22.52''S, 78°09'57.62''W",plant,Myrosmodes sp.,presence,Azorella aretioides,low,4400,0.631578947,0.05,1
1,25,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'22.52''S, 78°09'57.62''W",plant,Nototriche hartwegii,presence,Azorella aretioides,low,4400,0.028571429,0.000733692,2
1,26,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'22.52''S, 78°09'57.62''W",plant,Oreomyrrhis andicola,presence,Azorella aretioides,low,4400,0.722222222,0.000517902,2
1,27,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'22.52''S, 78°09'57.62''W",plant,Oritrophium limnifolium,presence,Azorella aretioides,low,4400,1,0.56137637,30
1,28,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'22.52''S, 78°09'57.62''W",plant,Oritrophium peruvianium,presence,Azorella aretioides,low,4400,-0.043478261,0.513418572,30
1,29,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'22.52''S, 78°09'57.62''W",plant,Ourisia muscoides,presence,Azorella aretioides,low,4400,-0.333333333,0.05,1
1,30,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'22.52''S, 78°09'57.62''W",plant,Pernettya prostata,presence,Azorella aretioides,low,4400,0.519379845,0.047987211,2
1,31,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'22.52''S, 78°09'57.62''W",plant,Plantago nubigena,presence,Azorella aretioides,low,4400,-0.380333952,0.05,1
1,32,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'22.52''S, 78°09'57.62''W",plant,Plantago rigida,presence,Azorella aretioides,low,4400,-0.135802469,0.05,1
1,33,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'22.52''S, 78°09'57.62''W",plant,Poaceae,presence,Azorella aretioides,low,4400,0.283753258,0.05,1
1,34,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'22.52''S, 78°09'57.62''W",plant,Ranunculus guzmanii,presence,Azorella aretioides,low,4400,-0.428571429,0.05,1
1,35,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'22.52''S, 78°09'57.62''W",plant,Ranunculus peruvianus,presence,Azorella aretioides,low,4400,0.333333333,0.05,1
1,36,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'22.52''S, 78°09'57.62''W",plant,Valeriana aretioides,presence,Azorella aretioides,low,4400,0.866666667,0.05532679,2
1,37,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'22.52''S, 78°09'57.62''W",plant,Valeriana rigida,presence,Azorella aretioides,low,4400,0.103448276,0.05,1
1,38,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'22.52''S, 78°09'57.62''W",plant,Viola bangii,presence,Azorella aretioides,low,4400,-0.321243523,0.371661846,11
1,39,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'22.52''S, 78°09'57.62''W",plant,Werneria nubigena,presence,Azorella aretioides,low,4400,-0.422077922,0.05,1
1,40,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'22.52''S, 78°09'57.62''W",plant,Werneria pumila,presence,Azorella aretioides,low,4400,-0.619047619,0.05,1
1,41,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'22.52''S, 78°09'57.62''W",plant,Werneria pygmaea,presence,Azorella aretioides,low,4400,0.25,0.008133811,6
1,42,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'02.90''S, 78°10'00.30''W",plant,Azorella aretioides,presence,Azorella aretioides,mid,4500,-1,0.271884325,14
1,43,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'02.90''S, 78°10'00.30''W",plant,Azorella pedunculata,presence,Azorella aretioides,mid,4500,0.538461538,0.290835968,21
1,44,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'02.90''S, 78°10'00.30''W",plant,Baccharis caespitosa,presence,Azorella aretioides,mid,4500,-0.218579235,0.364166593,108
1,45,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'02.90''S, 78°10'00.30''W",plant,Bartsia stricta,presence,Azorella aretioides,mid,4500,-0.324561404,0.05,1
1,46,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'02.90''S, 78°10'00.30''W",plant,Bromus lanatus,presence,Azorella aretioides,mid,4500,-0.481927711,0.00000155639,2
1,47,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'02.90''S, 78°10'00.30''W",plant,Carex tristicha,presence,Azorella aretioides,mid,4500,-0.674388674,0.05,1
1,48,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'02.90''S, 78°10'00.30''W",plant,Castilleja nubigena,presence,Azorella aretioides,mid,4500,-0.253333333,0.044142205,2
1,49,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'02.90''S, 78°10'00.30''W",plant,Cerastium imbricatum,presence,Azorella aretioides,mid,4500,-0.352941176,0.488784793,9
1,50,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'02.90''S, 78°10'00.30''W",plant,Cerastium trianae,presence,Azorella aretioides,mid,4500,0.75,0.253897221,15
1,51,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'02.90''S, 78°10'00.30''W",plant,Chuqiragua jussieui,presence,Azorella aretioides,mid,4500,0.846153846,0.055451373,2
1,52,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'02.90''S, 78°10'00.30''W",plant,Draba aretioides,presence,Azorella aretioides,mid,4500,-1,0.065359567,2
1,53,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'02.90''S, 78°10'00.30''W",plant,Erigeron ecuadoriensis,presence,Azorella aretioides,mid,4500,-0.264864865,0.595295553,17
1,54,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'02.90''S, 78°10'00.30''W",plant,Floscaldasia hypsophila,presence,Azorella aretioides,mid,4500,1,0.541516328,32
1,55,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'02.90''S, 78°10'00.30''W",plant,Gentiana sedifolia,presence,Azorella aretioides,mid,4500,-0.012987013,0.874932362,4
1,56,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'02.90''S, 78°10'00.30''W",plant,Gentianella rupicola,presence,Azorella aretioides,mid,4500,0.6,0.679409328,34
1,57,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'02.90''S, 78°10'00.30''W",plant,Geranium ecuadoriensis,presence,Azorella aretioides,mid,4500,-1,0.346607207,37
1,58,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'02.90''S, 78°10'00.30''W",plant,Geranium multipartitum,presence,Azorella aretioides,mid,4500,0.164728682,0.05,1
1,59,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'02.90''S, 78°10'00.30''W",plant,Halenia weddeliana,presence,Azorella aretioides,mid,4500,-0.294117647,0,3
1,60,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'02.90''S, 78°10'00.30''W",plant,Huperzia crassa,presence,Azorella aretioides,mid,4500,-0.6,0.05,1
1,61,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'02.90''S, 78°10'00.30''W",plant,Hypochaeris sessiliflora,presence,Azorella aretioides,mid,4500,0.001459854,0.009889278,2
1,62,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'02.90''S, 78°10'00.30''W",plant,Lachemilla hispidulata,presence,Azorella aretioides,mid,4500,-0.066666667,0.001192548,2
1,63,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'02.90''S, 78°10'00.30''W",plant,Lachemilla orbiculata,presence,Azorella aretioides,mid,4500,-0.463414634,0.012623112,2
1,64,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'02.90''S, 78°10'00.30''W",plant,Lasiocephalus ovatus,presence,Azorella aretioides,mid,4500,1,0.016416836,2
1,65,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'02.90''S, 78°10'00.30''W",plant,Lucilia kunthiana,presence,Azorella aretioides,mid,4500,-0.125925926,0.03720361,2
1,66,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'02.90''S, 78°10'00.30''W",plant,Lupinus microphyllus,presence,Azorella aretioides,mid,4500,-0.576642336,0.049882497,2
1,67,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'02.90''S, 78°10'00.30''W",plant,Luzula racemosa,presence,Azorella aretioides,mid,4500,0.157894737,,
1,68,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'02.90''S, 78°10'00.30''W",plant,Lysipomia acaulis,presence,Azorella aretioides,mid,4500,-0.797101449,,
1,69,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'02.90''S, 78°10'00.30''W",plant,Myrosmodes sp.,presence,Azorella aretioides,mid,4500,-0.404255319,,
1,70,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'02.90''S, 78°10'00.30''W",plant,Nototriche hartwegii,presence,Azorella aretioides,mid,4500,-0.488888889,,
1,71,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'02.90''S, 78°10'00.30''W",plant,Oreomyrrhis andicola,presence,Azorella aretioides,mid,4500,0.820512821,,
1,72,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'02.90''S, 78°10'00.30''W",plant,Oritrophium peruvianium,presence,Azorella aretioides,mid,4500,-0.357142857,,
1,73,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'02.90''S, 78°10'00.30''W",plant,Ourisia muscoides,presence,Azorella aretioides,mid,4500,-0.931034483,,
1,74,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'02.90''S, 78°10'00.30''W",plant,Pernettya prostata,presence,Azorella aretioides,mid,4500,0.784615385,,
1,75,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'02.90''S, 78°10'00.30''W",plant,Plantago nubigena,presence,Azorella aretioides,mid,4500,-0.793103448,,
1,76,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'02.90''S, 78°10'00.30''W",plant,Plantago rigida,presence,Azorella aretioides,mid,4500,0.023622047,,
1,77,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'02.90''S, 78°10'00.30''W",plant,Ranunculus guzmanii,presence,Azorella aretioides,mid,4500,0.666666667,,
1,78,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'02.90''S, 78°10'00.30''W",plant,Ranunculus peruvianus,presence,Azorella aretioides,mid,4500,-0.304347826,,
1,79,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'02.90''S, 78°10'00.30''W",plant,Poaceae,presence,Azorella aretioides,mid,4500,0.11934275,,
1,80,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'02.90''S, 78°10'00.30''W",plant,Valeriana aretioides,presence,Azorella aretioides,mid,4500,-0.379310345,,
1,81,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'02.90''S, 78°10'00.30''W",plant,Valeriana rigida,presence,Azorella aretioides,mid,4500,-0.684931507,,
1,82,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'02.90''S, 78°10'00.30''W",plant,Viola bangii,presence,Azorella aretioides,mid,4500,-0.704809287,,
1,83,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'02.90''S, 78°10'00.30''W",plant,Werneria nubigena,presence,Azorella aretioides,mid,4500,-0.363391655,,
1,84,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'02.90''S, 78°10'00.30''W",plant,Werneria pumila,presence,Azorella aretioides,mid,4500,1,,
1,85,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'02.90''S, 78°10'00.30''W",plant,Werneria pygmaea,presence,Azorella aretioides,mid,4500,-0.884057971,,
1,86,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'20.17''S, 78°09'30.87''W",plant,Azorella aretioides,presence,Azorella aretioides,high,4700,-1,,
1,87,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'20.17''S, 78°09'30.87''W",plant,Azorella pedunculata,presence,Azorella aretioides,high,4700,1,,
1,88,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'20.17''S, 78°09'30.87''W",plant,Baccharis caespitosa,presence,Azorella aretioides,high,4700,0.149659864,,
1,89,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'20.17''S, 78°09'30.87''W",plant,Bartsia stricta,presence,Azorella aretioides,high,4700,0.733333333,,
1,90,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'20.17''S, 78°09'30.87''W",plant,Cerastium floccosum,presence,Azorella aretioides,high,4700,0.151515152,,
1,91,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'20.17''S, 78°09'30.87''W",plant,Chuqiragua jussieui,presence,Azorella aretioides,high,4700,0.5,,
1,92,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'20.17''S, 78°09'30.87''W",plant,Draba aretioides,presence,Azorella aretioides,high,4700,0.238095238,,
1,93,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'20.17''S, 78°09'30.87''W",plant,Ephedra americana,presence,Azorella aretioides,high,4700,-1,,
1,94,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'20.17''S, 78°09'30.87''W",plant,Erigeron ecuadoriensis,presence,Azorella aretioides,high,4700,0.804878049,,
1,95,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'20.17''S, 78°09'30.87''W",plant,Gentiana sedifolia,presence,Azorella aretioides,high,4700,0.773584906,,
1,96,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'20.17''S, 78°09'30.87''W",plant,Huperzia crassa,presence,Azorella aretioides,high,4700,0.98757764,,
1,97,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'20.17''S, 78°09'30.87''W",plant,Hypochaeris sessiliflora,presence,Azorella aretioides,high,4700,0.725490196,,
1,98,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'20.17''S, 78°09'30.87''W",plant,Lucilia kunthiana,presence,Azorella aretioides,high,4700,1,,
1,99,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'20.17''S, 78°09'30.87''W",plant,Lupinus microphyllus,presence,Azorella aretioides,high,4700,0.826086957,,
1,100,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'20.17''S, 78°09'30.87''W",plant,Luzula racemosa,presence,Azorella aretioides,high,4700,0.393258427,,
1,101,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'20.17''S, 78°09'30.87''W",plant,Myrosmodes sp.,presence,Azorella aretioides,high,4700,1,,
1,102,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'20.17''S, 78°09'30.87''W",plant,Nototriche hartwegii,presence,Azorella aretioides,high,4700,-1,,
1,103,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'20.17''S, 78°09'30.87''W",plant,Oreomyrrhis andicola,presence,Azorella aretioides,high,4700,-0.714285714,,
1,104,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'20.17''S, 78°09'30.87''W",plant,Pernettya prostrata,presence,Azorella aretioides,high,4700,0.794871795,,
1,105,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'20.17''S, 78°09'30.87''W",plant,Ranunculus peruvianus,presence,Azorella aretioides,high,4700,0.875,,
1,106,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'20.17''S, 78°09'30.87''W",plant,Senecio canescens,presence,Azorella aretioides,high,4700,-1,,
1,107,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'20.17''S, 78°09'30.87''W",plant,Senecio nivalis,presence,Azorella aretioides,high,4700,0.678571429,,
1,108,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'20.17''S, 78°09'30.87''W",plant,Poaceae,presence,Azorella aretioides,high,4700,0.621262458,,
1,109,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'20.17''S, 78°09'30.87''W",plant,Valeriana alypifolia,presence,Azorella aretioides,high,4700,-1,,
1,110,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'20.17''S, 78°09'30.87''W",plant,Valeriana rigida,presence,Azorella aretioides,high,4700,1,,
1,111,Anthelme et al. 2012,"00ᵒ28’S,78ᵒ09’W","0°28'20.17''S, 78°09'30.87''W",plant,Werneria nubigena,presence,Azorella aretioides,high,4700,-0.032258065,,
